Title,Price,Rating,Availability
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,0
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,0
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,0
Under the Tuscan Sun,37.33,3,0
Toddlers Are A**holes: It's Not Your Fault,25.55,1,0
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,0
The Whale,35.96,4,0
The Story of Art,41.14,4,0
The Origin of Species,10.01,4,0
The Great Gatsby,36.05,4,0
The Good Girl,49.03,3,0
The Glass Castle,16.24,1,0
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,0
The Drowning Girls,35.67,3,0
The Constant Princess (The Tudor Court #1),16.62,3,0
The Bourne Identity (Jason Bourne #1),42.78,4,0
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,0
The Art Book,32.34,2,0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,0
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,0
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,0
"Sit, Stay, Love",20.9,3,0
Sister Dear,40.2,4,0
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,0
"Rich Dad, Poor Dad",51.74,1,0
Raymie Nightingale,34.41,2,0
Playing from the Heart,32.38,1,0
Nightstruck: A Novel,50.35,4,0
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,0
Meternity,43.58,3,0
Memoirs of a Geisha,49.67,3,0
Like Never Before (Walker Family #2),28.77,2,0
Life of Pi,13.22,4,0
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,0
King's Folly (The Kinsman Chronicles #1),39.61,5,0
John Adams,57.43,4,0
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,0
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,0
Good in Bed (Cannie Shapiro #1),37.05,5,0
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,0
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,0
Finding God in the Ruins: How God Redeems Pain,46.64,2,0
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,0
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,0
Counted With the Stars (Out from Egypt #1),17.97,5,0
"Chronicles, Vol. 1",52.6,2,0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,0
Benjamin Franklin: An American Life,48.19,3,0
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,0
A Summer In Europe,44.34,2,0
A Short History of Nearly Everything,52.4,5,0
A Gathering of Shadows (Shades of Magic #2),44.81,4,0
The Sound Of Love,57.84,5,0
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,0
The Perks of Being a Wallflower,55.02,3,0
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,0
The Makings of a Fatherless Child,31.58,2,0
The Joy of Cooking,43.27,4,0
The Invention of Wings,37.34,1,0
The Hobbit (Middle-Earth Universe),17.8,5,0
The Great Railway Bazaar,30.54,1,0
The Golden Compass (His Dark Materials #1),18.77,1,0
The God Delusion,46.85,3,0
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,0
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,0
The Barefoot Contessa Cookbook,59.92,5,0
Tell the Wolves I'm Home,50.96,2,0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,0
Pride and Prejudice,19.27,4,0
Musicophilia: Tales of Music and the Brain,46.58,1,0
Mere Christianity,48.51,3,0
Me Before You (Me Before You #1),19.02,1,0
In the Woods (Dublin Murder Squad #1),38.38,2,0
In Cold Blood,49.98,4,0
How to Stop Worrying and Start Living,46.49,5,0
Give It Back,18.32,2,0
"Girl, Interrupted",42.14,3,0
Fun Home: A Family Tragicomic,56.59,4,0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,0
Deception Point,40.32,4,0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,0
Catherine the Great: Portrait of a Woman,58.55,4,0
Better Homes and Gardens New Cook Book,39.61,3,0
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,0
A Year in Provence (Provence #1),56.88,4,0
World Without End (The Pillars of the Earth #2),32.97,4,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,0
Where She Went (If I Stay #2),41.73,4,0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,0
Two Summers,14.64,1,0
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,0
The Secret Garden,15.08,4,0
The Raven King (The Raven Cycle #4),30.57,2,0
The Raven Boys (The Raven Cycle #1),57.74,4,0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,0
The Metamorphosis,28.58,1,0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,0
The Little Paris Bookshop,24.73,3,0
The Hiding Place,55.91,4,0
The Grand Design,13.76,3,0
The Firm,45.56,3,0
The Fault in Our Stars,47.22,1,0
The False Prince (The Ascendance Trilogy #1),56.0,5,0
The Expatriates,44.58,2,0
The Dream Thieves (The Raven Cycle #2),34.5,1,0
The Darkest Corners,11.33,5,0
The Crossover,38.77,4,0
The 5th Wave (The 5th Wave #1),11.83,2,0
Tell the Wind and Fire,45.51,3,0
Tell Me Three Things,41.81,1,0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,0
Siddhartha,34.22,5,0
Shiver (The Wolves of Mercy Falls #1),16.23,5,0
Remember Me?,11.48,3,0
Red Dragon (Hannibal Lecter #1),23.37,3,0
Peak: Secrets from the New Science of Expertise,16.28,2,0
My Mother Was Nuts,31.63,4,0
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,0
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,0
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,0
Logan Kade (Fallen Crest High #5.5),13.12,2,0
Last One Home (New Beginnings #1),59.98,3,0
Killing Floor (Jack Reacher #1),31.49,4,0
Kill the Boy Band,15.52,5,0
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,0
If I Stay (If I Stay #1),38.13,5,0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,0
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,0
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,0
Foundation (Foundation (Publication Order) #1),32.42,1,0
Fool Me Once,16.96,1,0
Find Her (Detective D.D. Warren #8),22.37,1,0
Evicted: Poverty and Profit in the American City,42.27,1,0
Drama,38.7,2,0
Dracula the Un-Dead,35.63,5,0
Digital Fortress,58.0,5,0
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,0
Critique of Pure Reason,20.75,1,0
Booked,17.49,5,0
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,0
Approval Junkie: Adventures in Caring Too Much,58.81,5,0
An Abundance of Katherines,10.0,5,0
America's War for the Greater Middle East: A Military History,51.22,2,0
Alight (The Generations Trilogy #2),58.59,4,0
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,0
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,0
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,0
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,0
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,0
The Shining (The Shining #1),27.88,3,0
The Pilgrim's Progress,50.26,2,0
The Perfect Play (Play by Play #1),59.99,3,0
The Passion of Dolssa,28.32,5,0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,0
The Hunger Games (The Hunger Games #1),29.85,5,0
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,0
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,0
The Demonists (Demonist #1),52.11,2,0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,0
The Beast (Black Dagger Brotherhood #14),46.08,5,0
Some Women,13.73,5,0
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,0
Paper and Fire (The Great Library #2),49.45,5,0
Outlander (Outlander #1),19.67,5,0
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,0
No One Here Gets Out Alive,20.02,5,0
Night Shift (Night Shift #1-20),12.75,4,0
Needful Things,47.51,4,0
Mockingjay (The Hunger Games #3),20.44,4,0
Misery,34.79,2,0
Little Women (Little Women #1),28.07,4,0
It,25.01,3,0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,0
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,0
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,0
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,0
Gone with the Wind,32.49,3,0
God Is Not Great: How Religion Poisons Everything,27.8,1,0
Girl With a Pearl Earring,26.77,1,0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,0
Far From True (Promise Falls Trilogy #2),34.93,2,0
Dark Lover (Black Dagger Brotherhood #1),12.87,1,0
Confessions of a Shopaholic (Shopaholic #1),48.94,2,0
Changing the Game (Play by Play #2),13.38,3,0
Candide,58.63,3,0
Can You Keep a Secret?,21.94,1,0
Atlas Shrugged,26.58,5,0
Animal Farm,57.22,3,0
A Walk to Remember,56.43,1,0
A New Earth: Awakening to Your Life's Purpose,55.65,5,0
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,0
'Salem's Lot,49.56,4,0
Zero History (Blue Ant #3),34.77,1,0
Wuthering Heights,17.73,3,0
World War Z: An Oral History of the Zombie War,21.8,1,0
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,0
"Where'd You Go, Bernadette",18.13,1,0
When You Are Engulfed in Flames,30.89,5,0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,0
We Are All Completely Beside Ourselves,24.04,1,0
Walk the Edge (Thunder Road #2),32.36,3,0
Voyager (Outlander #3),21.07,5,0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,0
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,0
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,0
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,0
Two Boys Kissing,32.74,2,0
Twilight (Twilight #1),41.93,2,0
Twenties Girl,42.8,2,0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,0
Three-Martini Lunch,23.21,3,0
"Thinking, Fast and Slow",21.14,1,0
The Wild Robot,56.07,3,0
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,0
The Undomestic Goddess,45.75,4,0
The Travelers,15.77,1,0
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,0
The Thing About Jellyfish,48.77,1,0
The Stand,57.86,2,0
The Smitten Kitchen Cookbook,23.59,1,0
The Silkworm (Cormoran Strike #2),23.05,5,0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,0
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,0
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,0
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,0
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,0
The Red Tent,35.66,5,0
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,0
The Purest Hook (Second Circle Tattoos #3),12.25,1,0
The Picture of Dorian Gray,29.7,2,0
The Paris Wife,36.8,3,0
The Obsession,45.43,1,0
The Nightingale,26.26,4,0
The New Guy (and Other Senior Year Distractions),44.92,3,0
The Nanny Diaries (Nanny #1),52.53,5,0
The Name of God is Mercy,37.25,2,0
The Maze Runner (The Maze Runner #1),20.93,1,0
The Lover's Dictionary,58.09,2,0
The Lonely Ones,43.59,5,0
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,0
The Last Painting of Sara de Vos,55.55,2,0
"The Land of 10,000 Madonnas",29.64,4,0
The Infinities,27.41,1,0
The Husband's Secret,52.51,5,0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,0
The Guns of August,14.54,2,0
The Guernsey Literary and Potato Peel Pie Society,49.53,1,0
The Goldfinch,43.58,3,0
The Giver (The Giver Quartet #1),12.3,1,0
The Girl with All the Gifts,49.47,3,0
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,0
The Exiled,43.45,3,0
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,0
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,0
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,0
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,0
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,0
The Day the Crayons Came Home (Crayons),26.33,5,0
The Da Vinci Code (Robert Langdon #2),22.96,2,0
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,0
The Complete Poems,41.32,5,0
The Catcher in the Rye,24.55,1,0
The Cat in the Hat (Beginner Books B-1),16.26,2,0
The Case for Christ (Cases for Christianity),47.84,1,0
The Book Thief,53.49,2,0
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,0
The Blind Side: Evolution of a Game,53.71,5,0
The Autobiography of Malcolm X,23.43,2,0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,0
The Art of Fielding,22.1,1,0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,0
Stiff: The Curious Lives of Human Cadavers,36.74,3,0
Spilled Milk: Based on a True Story,49.51,1,0
Something Borrowed (Darcy & Rachel #1),48.96,5,0
Something Blue (Darcy & Rachel #2),54.62,1,0
Soldier (Talon #3),24.72,2,0
Shopaholic & Baby (Shopaholic #5),46.45,2,0
Seven Days in the Art World,52.33,2,0
Seven Brief Lessons on Physics,30.6,4,0
Scarlet (The Lunar Chronicles #2),14.57,4,0
Sarah's Key,46.29,1,0
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,0
Running with Scissors,12.91,4,0
Rogue Lawyer (Rogue Lawyer #1),50.11,3,0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,0
Rework,44.88,2,0
Reservations for Two,11.1,3,0
Red: The True Story of Red Riding Hood,28.54,3,0
Ready Player One,19.07,4,0
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,0
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,0
Packing for Mars: The Curious Science of Life in the Void,56.68,2,0
Outliers: The Story of Success,14.16,1,0
Original Fake,31.45,3,0
Orange Is the New Black,24.61,2,0
One for the Money (Stephanie Plum #1),32.87,2,0
Notes from a Small Island (Notes From a Small Island #1),40.17,1,0
Night (The Night Trilogy #1),13.51,1,0
Neither Here nor There: Travels in Europe,38.95,3,0
Naked,31.69,3,0
Morning Star (Red Rising #3),29.4,1,0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,0
Me Talk Pretty One Day,57.6,2,0
Manuscript Found in Accra,34.98,2,0
Lust & Wonder,11.87,2,0
Lila (Gilead #3),12.47,3,0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,0
Life Without a Recipe,59.04,5,0
Life After Life,26.13,2,0
Letter to a Christian Nation,22.2,1,0
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,0
Legend (Legend #1),43.69,4,0
"Lean In: Women, Work, and the Will to Lead",25.02,1,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,0
Lady Renegades (Rebel Belle #3),53.04,5,0
Jurassic Park (Jurassic Park #1),44.97,1,0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,0
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,0
Into the Wild,56.7,5,0
Inferno (Robert Langdon #4),41.0,5,0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,0
If I Run (If I Run #1),49.97,4,0
I've Got Your Number,19.69,1,0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,0
House of Leaves,54.89,1,0
Horrible Bear!,37.52,2,0
Holidays on Ice,51.07,2,0
Heir to the Sky,44.07,4,0
Green Eggs and Ham (Beginner Books B-16),10.79,4,0
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,0
Gratitude,26.66,5,0
Gone Girl,37.6,5,0
Golden (Heart of Dread #3),42.21,4,0
Girl in the Blue Coat,46.83,2,0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,0
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,0
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,0
Fifty Shades Freed (Fifty Shades #3),15.36,5,0
Fellside,38.62,1,0
Extreme Prey (Lucas Davenport #26),25.4,3,0
Eragon (The Inheritance Cycle #1),43.87,3,0
Eclipse (Twilight #3),18.74,1,0
Dune (Dune #1),54.86,1,0
Dracula,52.62,3,0
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,0
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,0
Dead Wake: The Last Crossing of the Lusitania,39.24,5,0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,0
Darkfever (Fever #1),56.02,1,0
Dark Places,23.9,5,0
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,0
Counting Thyme,10.62,1,0
Cosmos,36.17,2,0
Civilization and Its Discontents,59.95,2,0
Cinder (The Lunar Chronicles #1),26.09,1,0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,0
Career of Evil (Cormoran Strike #3),24.72,2,0
Breaking Dawn (Twilight #4),35.28,5,0
Brave Enough,51.32,5,0
Boy Meets Boy,21.12,3,0
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,0
Blink: The Power of Thinking Without Thinking,21.74,5,0
Black Flags: The Rise of ISIS,40.87,1,0
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,0
Big Little Lies,22.11,1,0
Between Shades of Gray,20.79,5,0
Best of My Love (Fool's Gold #20),27.41,2,0
Beowulf,38.35,2,0
Beautiful Creatures (Caster Chronicles #1),21.55,5,0
Awkward,38.02,2,0
Ash,22.06,4,0
Are We There Yet?,10.66,3,0
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,0
Annie on My Mind,36.83,5,0
And Then There Were None,35.01,2,0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,0
A Visit from the Goon Squad,14.08,5,0
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,0
A Heartbreaking Work of Staggering Genius,54.29,5,0
8 Keys to Mental Health Through Exercise,31.04,1,0
#GIRLBOSS,50.96,1,0
"The Suffragettes (Little Black Classics, #96)",11.89,2,0
The Sense of an Ending,31.38,3,0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,0
The Course of Love,16.78,3,0
Sugar Rush (Offensive Line #2),24.42,1,0
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,0
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,0
New Moon (Twilight #2),12.86,4,0
Life,31.58,5,0
Kindle Paperwhite User's Guide,34.0,3,0
H is for Hawk,57.42,5,0
Girl Online On Tour (Girl Online #2),53.47,1,0
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,0
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,0
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,0
While You Were Mine,41.32,5,0
Where Lightning Strikes (Bleeding Stars #3),39.77,3,0
When I'm Gone,51.96,3,0
Ways of Seeing,39.51,5,0
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,0
Vampire Girl (Vampire Girl #1),53.82,2,0
Twenty Love Poems and a Song of Despair,30.95,4,0
Travels with Charley: In Search of America,57.82,5,0
Three Wishes (River of Time: California #1),44.18,2,0
This One Moment (Pushing Limits #1),48.71,1,0
The Zombie Room,19.69,5,0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,0
The Tumor,41.56,5,0
The Story of Hong Gildong,43.19,4,0
The Silent Wife,12.34,5,0
The Silent Twin (Detective Jennifer Knight #3),36.25,3,0
The Selfish Gene,29.45,1,0
The Secret Healer,34.56,3,0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,0
The Republic,33.78,3,0
The Odyssey,29.64,3,0
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,0
The Nicomachean Ethics,36.34,1,0
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,0
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,0
The Little Prince,45.42,2,0
The Light of the Fireflies,54.43,1,0
The Last Girl (The Dominion Trilogy #1),36.26,2,0
The Iliad,16.16,1,0
The Hook Up (Game On #1),36.29,5,0
The Haters,27.89,5,0
The Girl You Lost,12.29,5,0
The Girl In The Ice (DCI Erika Foster #1),15.85,3,0
The End of the Jesus Era (An Investigation #1),14.4,1,0
The Edge of Reason (Bridget Jones #2),19.18,4,0
The Complete Maus (Maus #1-2),10.64,3,0
The Communist Manifesto,14.76,3,0
The Bhagavad Gita,57.49,3,0
The Bette Davis Club,30.66,3,0
The Art of Not Breathing,40.83,4,0
Taking Shots (Assassins #1),18.88,2,0
Starlark,25.83,3,0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,0
Sister Sable (The Mad Queen #1),13.33,3,0
Shatter Me (Shatter Me #1),42.4,1,0
Shameless,58.35,3,0
Shadow Rites (Jane Yellowrock #10),21.72,4,0
Settling the Score (The Summer Games #1),44.91,2,0
Sense and Sensibility,37.46,1,0
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,0
"Rhythm, Chord & Malykhin",28.34,2,0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,0
Paradise Lost (Paradise #1),24.96,1,0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,0
Origins (Alphas 0.5),28.99,1,0
One Second (Seven #7),52.94,2,0
On the Road (Duluoz Legend),32.36,3,0
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,0
Off Sides (Off #1),39.45,5,0
Of Mice and Men,47.11,2,0
Myriad (Prentor #1),58.75,4,0
My Perfect Mistake (Over the Top #1),38.92,2,0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,0
Meditations,25.89,2,0
Matilda,28.34,1,0
Lost Among the Living,27.7,4,0
Lord of the Flies,24.89,3,0
Listen to Me (Fusion #1),58.99,3,0
Kitchens of the Great Midwest,57.2,5,0
Jane Eyre,38.43,5,0
Imperfect Harmony,34.74,4,0
Icing (Aces Hockey #2),40.44,4,0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,0
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,0
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,0
Frankenstein,38.0,2,0
Forever Rockers (The Rocker #12),28.8,3,0
Fighting Fate (Fighting #6),39.24,3,0
Emma,32.93,2,0
"Eat, Pray, Love",51.32,3,0
Deep Under (Walker Security #1),47.09,5,0
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,0
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,0
Charity's Cross (Charles Towne Belles #4),41.24,1,0
Bright Lines,39.07,5,0
Bridget Jones's Diary (Bridget Jones #1),29.82,1,0
Bounty (Colorado Mountain #7),37.26,4,0
Blood Defense (Samantha Brinkman #1),20.3,3,0
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,0
Beyond Good and Evil,43.38,1,0
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,0
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,0
A Spy's Devotion (The Regency Spies of London #1),16.97,5,0
1st to Die (Women's Murder Club #1),53.98,1,0
"1,000 Places to See Before You Die",26.08,5,0
